Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
130 60 x 13 däck,90,11,0.57,1.00,49,Commercial,Image pack,"0.80,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.80"
130 70 x 12 däck,90,9,0.51,1.00,47,Commercial,"Image pack, Reviews, Shopping ads, Video","0.02,0.02,0.02,0.02,0.05,0.02,1.00,0.02,0.02,0.05,0.02,0.02"
20 år gamla däck,90,18,0.70,0.15,2730000,Informational,"FAQ, Featured snippet, People also ask, Site links","0.22,0.13,0.28,0.53,0.28,0.13,0.16,0.16,0.44,0.81,1.00,0.22"
225 45 17 däck,90,12,0.52,1.00,48,Commercial,"Image pack, Reviews","0.40,0.00,1.00,0.20,0.20,0.40,0.20,0.20,0.20,0.60,1.00,1.00"
agnehill däck,90,23,0.58,0.18,32,Navigational,"Adwords bottom, Image pack, Knowledge panel, Reviews, Site links","1.00,0.20,0.20,0.20,0.80,0.20,1.00,0.20,0.40,0.20,0.20,0.40"
avdubba däck,90,20,0.66,1.00,59,Commercial,"Image pack, Local pack, People also ask, Site links","1.00,0.33,0.33,0.67,0.33,0.33,1.00,0.33,0.33,0.33,0.67,0.33"
belastningsindex däck regler,90,27,0.60,0.24,92,Informational,"Featured snippet, Image pack, People also ask","0.05,0.19,1.00,0.52,0.19,0.19,0.05,0.43,0.05,0.43,0.10,0.05"
berners däck,90,,0.63,0.26,,,,"0.03,0.05,0.28,0.82,0.23,0.05,0.05,0.05,0.18,1.00,0.23,0.03"
bildemo byta däck,90,19,0.88,0.37,55,"Navigational, Transactional","Adwords bottom, Image pack, Knowledge panel, People also ask, Reviews","0.00,0.00,0.75,0.25,0.25,1.00,0.00,0.00,0.25,0.25,0.25,0.00"
billiga 15 tums däck,90,19,0.51,1.00,72,Commercial,"FAQ, Featured snippet, Image pack, Reviews, Site links","0.44,0.00,0.11,0.11,0.11,0.11,0.11,0.22,0.22,0.11,0.11,1.00"
boda däck,90,17,0.61,0.24,78,Informational,"Image pack, Knowledge panel, Reviews","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
bra däck fram eller bak,90,18,0.57,0.07,2670000,Informational,"FAQ, Featured snippet, People also ask, Site links","0.10,0.05,0.28,1.00,0.23,0.13,0.08,0.10,0.05,0.23,0.82,0.13"
bvs linköping däck,90,18,0.51,0.28,55,"Navigational, Transactional","Image pack, Knowledge panel, Reviews","0.11,0.56,0.11,0.11,0.22,0.11,0.11,0.22,1.00,0.11,0.22,0.11"
bydalens däck & bilservice,90,13,0.61,0.16,54,Informational,"Image pack, Knowledge panel","0.29,0.14,0.14,0.14,0.29,0.14,0.14,0.29,0.14,0.29,1.00,0.29"
byta däck alingsås,90,14,0.97,0.45,69,Commercial,"Featured snippet, Image pack, Local pack, Reviews, Site links","0.03,0.03,0.03,0.53,0.03,0.22,0.03,0.03,0.03,1.00,0.34,0.03"
byta däck eksjö,90,8,0.50,0.38,58,Commercial,"Image pack, Local pack, Reviews","0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.33,0.33,1.00,1.00,0.33"
byta däck finspång,90,8,0.55,0.26,63,Commercial,"Image pack, Local pack, Reviews","0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.00,0.50,0.50,0.50,1.00"
byta däck färjestaden,90,14,0.99,0.42,51,Transactional,"Image pack, Local pack, Reviews, Video","0.50,0.25,1.00,0.75,0.25,0.25,0.25,0.25,0.25,0.50,0.50,0.25"
byta däck kia ceed,90,19,0.73,0.39,62,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.14,0.14,0.71,1.00,0.14,0.29,0.71,1.00,0.29,0.14,0.14,0.14"
byta däck kostar,90,18,0.66,0.53,514000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Video","0.29,0.43,0.14,0.57,0.14,0.57,0.14,0.57,0.14,0.14,1.00,1.00"
byta däck lidingö,90,9,0.88,0.50,79,Commercial,"Image pack, Local pack, Reviews","0.28,0.03,0.44,0.81,0.28,0.09,0.09,0.03,0.09,0.44,1.00,0.13"
byta däck liljeholmen,90,14,0.64,0.57,43,Commercial,"Adwords bottom, Image pack, Local pack, Reviews","0.11,0.22,1.00,0.11,0.33,0.11,0.11,0.11,0.00,0.22,0.44,0.78"
byta däck mekonomen,90,15,0.50,0.46,50,"Informational, Transactional","Image pack, People also ask, Reviews, Video carousel","0.05,0.13,0.03,1.00,0.10,0.03,0.03,0.05,0.03,0.03,1.00,0.05"
byta däck nacka,90,,0.61,0.49,,,,"0.22,0.03,0.34,0.81,0.44,0.22,0.09,0.13,0.03,0.34,1.00,0.13"
byta däck och balansera,90,17,0.81,0.63,37700,Commercial,"Featured snippet, Image pack, Local pack, People also ask, Reviews, Video carousel","0.43,1.00,0.14,0.29,0.14,0.14,0.14,0.14,0.29,0.14,0.43,0.00"
byta däck tyresö,90,11,0.69,0.54,155000,Commercial,"Local pack, Reviews","0.06,0.06,0.29,0.67,0.29,0.06,0.02,0.04,0.02,0.15,1.00,0.15"
byta däck täby kyrkby,90,11,0.89,0.52,43,Commercial,"Featured snippet, Image pack, Local pack, Reviews, Site links","0.25,0.25,0.75,0.50,0.25,1.00,0.00,0.00,0.00,0.25,0.50,0.50"
byta däck xiaomi m365,90,9,0.74,0.98,58,Informational,"Image pack, People also ask, Reviews, Site links, Video carousel","0.05,0.05,0.05,0.05,0.05,0.52,1.00,0.81,0.33,0.05,0.05,0.05"
byta mc däck göteborg,90,16,0.54,0.78,76,Informational,"Image pack, Knowledge panel, Video","0.04,0.04,0.04,1.00,0.04,0.19,0.08,0.04,0.04,0.12,0.04,0.08"
bästa däcken fram eller bak transportstyrelsen,90,32,0.64,0.06,12900,Informational,"Featured snippet, People also ask, Reviews","0.03,0.12,0.44,1.00,0.07,0.02,0.02,0.02,0.02,0.19,0.02,0.02"
bästa pris på däck och fälg,90,44,0.72,1.00,408000,Commercial,"Featured snippet, Reviews, Site links, Video","0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,1.00,0.33"
dc däck,90,20,0.62,0.27,89,Informational,"Image pack, Knowledge panel, Reviews","0.43,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.29,0.14,0.14,0.14"
däck 205x55x16,90,18,0.54,1.00,51,Commercial,"Image pack, People also ask, Reviews, Site links","0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.40,0.20,0.20"
däck 215 60 17,90,12,0.51,1.00,49,Commercial,"Adwords top, Image pack, Reviews, Shopping ads","0.11,0.00,0.11,1.00,0.22,0.33,0.44,0.11,0.44,0.22,0.11,0.00"
däck 215 65 16,90,12,0.61,1.00,46,Commercial,"Image pack, Reviews","1.00,0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.33,0.33,0.33"
däck 235 40 r18,90,12,0.51,0.92,33,Commercial,"Image pack, Reviews","0.01,0.01,1.00,0.54,0.01,0.01,0.01,0.03,0.01,0.06,0.06,0.13"
däck 235 65 17,90,12,0.60,1.00,48,Commercial,"Image pack, Reviews","0.14,0.43,0.29,0.14,0.14,0.14,0.14,1.00,0.43,0.14,0.14,0.14"
däck 245 45 r19,90,12,0.57,1.00,30,Commercial,"Image pack, Reviews","0.06,0.06,0.06,1.00,0.06,0.12,0.06,0.06,0.06,0.06,0.12,0.06"
däck 4 80x4 00 8,90,10,0.50,0.98,65,Commercial,"Adwords bottom, Reviews, Shopping ads","0.03,0.02,0.66,0.81,1.00,0.29,0.02,0.02,0.02,0.03,0.02,0.07"
däck bromölla,90,13,0.50,0.19,71,Commercial,"Image pack, Local pack, Reviews, Video","0.50,0.75,0.25,0.75,0.25,0.75,0.25,0.50,0.50,0.25,1.00,0.25"
däck carlsson ilanda,90,17,1.00,0.09,43,Informational,"Image pack, Knowledge panel, Reviews","0.22,0.11,0.22,0.11,0.11,0.11,0.11,0.11,1.00,0.44,0.56,0.22"
däck färjestaden,90,13,0.50,0.21,73,Transactional,"Image pack, Local pack, Reviews","0.20,0.20,0.40,0.20,0.20,0.20,1.00,0.60,0.20,0.20,0.20,0.20"
däck husvagn 175r13,90,12,0.72,1.00,56,Commercial,"Image pack, People also ask","1.00,0.14,0.14,0.14,0.43,0.14,0.14,0.29,0.14,0.29,0.14,1.00"
däck höganäs,90,9,0.53,0.32,88,Commercial,"Image pack, Local pack, Reviews, Site links","0.19,0.15,0.54,0.65,0.54,0.19,0.35,0.35,0.12,0.42,1.00,0.42"
däck högdalen,90,8,0.63,0.27,73,Commercial,"FAQ, Image pack, Local pack, People also ask, Reviews","0.33,0.11,0.11,1.00,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11"
däck i piteå,90,15,0.61,0.47,80,Commercial,"Image pack, Local pack, Reviews","0.11,0.11,0.11,1.00,0.11,0.11,0.22,0.44,0.11,0.11,0.11,0.11"
däck janne holmsund,90,20,0.55,0.14,53,Navigational,"Image pack, Knowledge panel, Reviews, Site links","1.00,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20,1.00"
däck och bilvård gällivare,90,18,1.01,0.15,71,Transactional,"Image pack, Knowledge panel, Reviews, Video carousel","0.14,0.14,0.14,0.14,1.00,0.43,0.14,0.14,0.14,0.29,0.14,0.14"
däck online gåsebäck,90,18,0.84,0.43,78,Navigational,"Knowledge panel, Reviews","0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.20,1.00,0.40,0.80,0.20"
däck peugeot 206,90,13,0.51,1.00,49,Commercial,"Image pack, Video","0.50,0.50,0.50,0.25,0.25,0.25,0.25,1.00,0.75,0.50,0.75,0.50"
däck ringön,90,16,0.55,0.17,83,Commercial,"Image pack, Local pack, Reviews, Site links","0.02,0.02,0.02,0.03,0.05,0.07,0.15,0.02,0.02,0.02,1.00,0.07"
däck siffror betydelse,90,17,0.51,0.34,245000,Informational,"FAQ, Featured snippet, People also ask, Video","1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.20,0.20,0.20,0.40"
däck skrot,90,20,0.56,0.43,217000,Commercial,"Featured snippet, Local pack, People also ask, Video","0.33,0.33,0.33,0.67,0.33,0.33,0.33,1.00,0.33,0.67,0.33,0.33"
däck stockholm billigt,90,27,0.59,0.91,486000,Commercial,"Local pack, People also ask, Reviews, Site links","0.11,1.00,0.11,0.11,0.22,0.11,0.11,0.33,0.11,0.22,0.11,0.22"
däck till volvo v60 cross country,90,24,0.62,1.00,61,Informational,"Featured snippet, Image pack, Video","0.20,0.20,0.40,0.20,0.40,0.80,1.00,0.20,0.20,0.20,0.40,0.20"
däck täby kyrkby,90,9,0.65,0.40,66,Commercial,"Image pack, Local pack, Reviews, Site links","1.00,1.00,0.14,0.14,0.43,0.14,0.71,0.14,0.29,1.00,0.43,0.43"
däck vinter,90,34,0.64,1.00,1810000,Commercial,"FAQ, Image pack, Local pack, People also ask, Site links","0.22,0.16,0.22,0.22,0.09,0.06,0.09,0.16,0.53,1.00,0.81,0.22"
däck xc90,90,13,0.66,1.00,76,Informational,"FAQ, Image pack, Reviews, Video","0.11,0.44,1.00,0.11,0.11,0.11,0.11,0.11,0.44,0.78,0.11,0.11"
elcykel stora däck,90,19,0.50,1.00,154000,"Informational, Commercial","FAQ, Featured snippet, Reviews, Shopping ads, Site links","0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.44,0.11,1.00,0.56,0.11"
falken däck tillverkare,90,17,0.50,1.00,37,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews","1.00,0.14,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.43,0.14,0.14"
falu däck falun,90,13,0.60,0.18,80,Informational,"Adwords bottom, FAQ, Image pack, Knowledge panel, Reviews","0.14,0.14,0.57,0.14,0.14,0.14,1.00,0.71,0.57,0.43,0.14,0.14"
feta däck,90,10,0.52,1.00,804000,Informational,"Image pack, Reviews, Site links, Video","0.67,0.33,0.33,0.33,1.00,0.67,0.33,0.33,0.67,0.33,0.33,0.33"
flogsta däck & bilverkstad uppsala,90,18,0.91,0.27,47,"Informational, Navigational","Image pack, Knowledge panel, Reviews","0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,1.00,1.00,0.50"
folkrace däck,90,,0.53,1.00,,,,"0.15,0.15,0.15,0.19,0.35,0.42,0.54,1.00,0.81,0.42,0.27,0.19"
fälgar och däck volvo s60,90,12,0.68,0.90,48,Commercial,"Adwords top, Image pack, Video","1.00,0.25,0.25,0.25,0.75,0.00,0.25,0.50,0.25,1.00,0.25,0.25"
godkända däck,90,25,0.51,0.35,359000,Informational,"Featured snippet, People also ask, Site links","0.33,1.00,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.67,0.33"
grovmönstrade däck,90,13,0.53,1.00,8170,Commercial,"Image pack, Reviews, Site links, Video","0.04,1.00,0.42,0.65,0.08,0.04,0.04,0.04,0.08,0.54,0.42,0.04"
gt däck kävlinge öppettider,90,18,0.54,0.12,41,"Navigational, Transactional","Image pack, Knowledge panel, Reviews, Site links","0.22,0.22,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.44,0.11,0.11"
handla däck,90,50,0.70,0.98,3730000,Commercial,"Featured snippet, People also ask, Site links","0.11,0.00,0.11,0.11,0.22,0.11,0.11,1.00,0.44,0.78,0.11,0.11"
hitta däck,90,53,0.89,0.71,8200000,Informational,"Featured snippet, Local pack, People also ask, Site links","0.22,0.11,0.11,0.33,0.11,0.11,0.11,0.22,0.11,0.44,1.00,0.11"
hjulia däck,90,11,0.56,0.27,54,Informational,"Image pack, Knowledge panel, Video","0.00,0.00,0.78,0.56,0.00,0.11,0.11,0.11,0.33,0.11,1.00,0.44"
hur många mil håller däck,90,,0.59,0.04,,,,"0.24,0.41,0.82,1.00,0.41,0.41,0.53,0.41,0.82,1.00,0.82,0.29"
infosite däck,90,25,0.60,0.29,39,Navigational,"Image pack, Knowledge panel, Reviews, Site links, Video","0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11"
jjs däck ombokning,90,17,0.60,0.28,15,"Informational, Navigational","Image pack, Knowledge panel, Reviews","0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00"
järvastaden bil och däck,90,16,2.09,0.16,52,Navigational,"Image pack, Knowledge panel, Reviews","0.05,0.05,0.05,1.00,0.05,0.19,0.10,0.05,0.10,0.05,0.19,0.05"
kostnad att byta däck på fälg,90,16,0.62,0.63,126000,Informational,"Featured snippet, People also ask, Reviews, Site links","1.00,0.14,0.14,0.29,0.43,0.14,0.29,0.14,0.14,0.14,0.14,0.14"
laga däck örebro,90,17,0.58,0.41,89,Transactional,"Image pack, Local pack, Reviews, Site links","0.71,0.29,0.14,0.14,0.14,1.00,0.43,0.57,0.14,0.14,0.14,0.14"
ludgo däck,90,21,0.55,0.34,32,Navigational,"Image pack, Knowledge panel, Site links","0.33,0.33,0.11,0.56,0.44,0.11,0.11,0.56,1.00,0.11,0.33,0.33"
lufttryck däck 16 tum,90,18,0.63,0.88,92,Informational,"Featured snippet, Image pack, People also ask, Site links, Video","0.05,0.01,0.02,0.02,0.01,0.02,0.01,0.03,0.05,0.16,0.13,1.00"
mc däck uppsala,90,18,0.59,1.00,86,Informational,"Featured snippet, Image pack, Local pack","0.14,1.00,0.43,0.14,0.14,0.43,0.14,0.29,0.14,0.14,0.14,0.14"
minimum mönsterdjup däck,90,20,0.54,0.12,3890,Informational,"FAQ, Featured snippet, People also ask","0.11,0.11,0.44,0.11,0.11,0.11,0.22,0.11,0.11,1.00,0.78,0.33"
montera däck på fälg själv,90,17,0.76,1.00,99,Informational,"Featured snippet, Image pack, People also ask, Reviews, Shopping ads, Video carousel, Video","0.07,0.07,1.00,0.79,0.07,0.14,0.07,0.07,0.50,0.07,0.07,0.07"
montering däck på fälg göteborg,90,16,0.50,1.00,87,Commercial,"Featured snippet, Image pack, Local pack, People also ask, Reviews, Video","0.11,1.00,0.22,0.11,0.11,0.11,0.22,0.11,0.11,0.22,0.11,0.11"
morens däck,90,19,0.52,0.18,80,Navigational,"Knowledge panel, Reviews, Site links","0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20,1.00,0.20"
ms däck 18 tum,90,14,0.55,1.00,59,Commercial,"FAQ, Image pack, People also ask, Reviews, Site links","0.11,0.11,0.11,1.00,0.22,0.11,0.78,0.11,0.22,1.00,0.11,0.11"
nackdel med xl däck,90,18,1.31,0.32,73,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Site links","0.60,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.40,0.20,0.20,0.20"
pris skifta däck på fälg,90,16,0.50,0.87,59900,Commercial,"Featured snippet, Local pack, People also ask, Reviews, Site links","1.00,0.20,0.20,0.80,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.20"
pumpring däck,90,8,0.77,1.00,46,Informational,Image pack,"0.33,0.33,0.33,0.33,0.33,1.00,1.00,0.33,0.33,0.33,0.33,0.33"
punkteringsfria däck bmw,90,14,0.51,1.00,65,Informational,"Image pack, People also ask, Reviews, Site links, Video","1.00,0.60,0.40,0.20,0.20,0.20,0.60,0.20,0.20,0.60,0.60,0.20"
rabattkod 365 däck,90,15,0.55,0.60,81,Transactional,"FAQ, Image pack, Reviews","0.02,0.02,1.00,0.04,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.19"
rof däck,90,15,0.64,0.86,60,Informational,"Image pack, Local pack, Reviews, Video","0.19,0.07,0.02,0.81,0.02,0.02,0.19,0.02,0.02,0.08,0.02,1.00"
rullriktning på däck,90,18,0.57,0.20,4800,Informational,"Featured snippet, People also ask, Reviews, Site links, Video carousel","0.20,1.00,0.20,0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.00"
saleby däck,90,21,0.55,0.15,40,Navigational,"FAQ, Image pack, Knowledge panel, Reviews, Site links","0.14,0.14,0.14,0.29,0.14,0.71,1.00,0.29,0.57,0.29,1.00,1.00"
sjömarks däck lindesberg,90,15,1.05,0.21,45,Navigational,"Adwords bottom, Image pack, Knowledge panel, Reviews, Site links","1.00,0.14,0.71,0.14,0.43,0.14,0.14,0.14,0.14,0.14,1.00,0.14"
skifta däck mellan fälgar,90,17,0.51,0.82,89,Informational,"Featured snippet, Image pack, Local pack, People also ask, Reviews, Video","0.20,0.60,0.20,0.40,0.20,0.80,1.00,0.40,0.20,0.60,0.20,0.20"
skifta däck på fälg pris,90,19,0.54,0.90,10700,Informational,"Featured snippet, Local pack, People also ask","0.03,0.22,0.16,0.16,0.06,0.03,0.06,0.03,0.09,0.81,1.00,0.22"
stretch däck,90,13,0.60,0.77,56,Informational,"Image pack, People also ask, Reviews, Site links, Video","0.27,0.35,1.00,0.65,0.42,0.35,0.27,0.27,0.27,0.27,0.27,0.19"
strömstad däck,90,13,0.64,0.35,76,Transactional,"Adwords bottom, Image pack, Local pack, Reviews","0.12,0.02,0.36,1.00,0.02,0.02,0.03,0.02,0.02,0.44,0.29,0.02"
suv däck bäst i test,90,17,0.55,0.68,78,Commercial,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Site links","0.44,0.33,0.11,1.00,0.11,0.22,0.00,0.44,0.44,0.11,0.11,0.11"
sälja däck utan fälg,90,19,0.57,0.62,488000,Commercial,"Local pack, People also ask","0.20,0.40,0.20,0.20,0.20,1.00,0.20,0.20,0.40,0.20,1.00,0.60"
tillverkningsår däck nokian,90,23,0.60,0.56,62,"Informational, Transactional","FAQ, Image pack, People also ask","0.09,0.09,0.09,0.45,0.36,0.09,0.64,0.09,0.09,1.00,0.64,0.09"
tired däck,90,23,0.54,0.51,67,Navigational,"Adwords top, Knowledge panel, Reviews, Site links","0.50,0.25,0.25,0.50,0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.25"
tomket däck,90,17,0.53,1.00,26,Commercial,"Image pack, Local pack","1.00,0.20,0.20,0.20,1.00,0.20,0.20,0.60,0.20,0.20,0.20,0.20"
varberg däck,90,13,0.77,0.61,92,Commercial,"Adwords bottom, Image pack, Local pack, Reviews","0.11,0.11,0.11,0.56,0.11,0.56,0.11,0.78,0.11,0.33,0.78,1.00"
vart ska de bästa däcken sitta,90,17,0.64,0.09,110000,Commercial,"Featured snippet, Image pack, People also ask, Reviews, Video carousel, Video","0.07,0.07,0.21,0.79,0.50,0.14,0.07,0.07,0.29,0.07,1.00,0.07"
veberöds däck hassan,90,18,0.61,0.39,14,Informational,"Adwords bottom, Image pack, Knowledge panel, Reviews","0.11,0.33,0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.11,1.00,0.11"
vinterdäck c däck,90,14,0.61,1.00,85,Informational,"Image pack, People also ask, Reviews","0.33,0.33,0.33,0.33,0.33,1.00,0.67,0.67,0.67,0.33,0.33,0.33"
waterfall däck,90,12,0.58,0.34,56,Commercial,"FAQ, Image pack, Reviews","0.33,0.00,0.33,0.33,0.00,0.00,1.00,1.00,0.33,0.67,0.33,0.33"
westlake r däck,90,12,0.52,1.00,32,"Informational, Transactional","Image pack, Reviews","0.33,0.33,0.33,0.33,0.67,0.33,0.67,1.00,0.33,0.33,0.33,0.33"
årsta däck vega,90,15,0.68,0.17,67,Commercial,"FAQ, Image pack, Knowledge panel","0.60,0.60,0.20,1.00,1.00,0.40,0.20,0.60,0.20,0.20,0.20,0.20"
13 c däck,70,14,0.54,1.00,95,Commercial,"Image pack, People also ask, Reviews","1.00,0.56,0.11,0.22,0.11,0.11,0.44,0.22,0.11,0.56,0.11,1.00"
16 9 34 däck,70,3,0.55,1.00,78,Informational,Image pack,"0.20,1.00,0.60,1.00,0.60,0.20,0.20,0.20,0.60,0.20,0.20,0.20"
achilles däck omdöme,70,18,0.50,1.00,45,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Video","0.20,0.20,0.20,0.40,0.80,0.20,0.40,0.20,0.20,0.40,1.00,0.60"
allround däck släpvagn,70,19,0.51,1.00,27900,Informational,"FAQ, Featured snippet, People also ask, Reviews","0.14,0.14,0.14,0.29,0.14,1.00,0.57,0.14,0.14,0.14,0.14,0.14"
aroslund däck,70,24,0.79,0.16,44,Navigational,"Image pack, Knowledge panel, Reviews, Site links","0.06,0.03,0.53,0.81,0.34,0.22,0.34,0.22,0.16,0.53,1.00,0.22"
audi q5 däck,70,14,0.54,0.93,50,Commercial,"Image pack, People also ask, Video","0.20,0.20,0.20,0.20,0.20,0.40,0.20,1.00,0.20,0.20,0.20,1.00"
bar tryck däck,70,20,0.69,0.87,519000,Informational,"Featured snippet, People also ask, Site links","0.33,0.11,0.22,0.11,0.33,0.11,0.22,0.11,0.11,0.11,0.11,1.00"
begagnade däck i malmö,70,11,0.52,1.00,93,Commercial,"Featured snippet, Image pack, Local pack","0.20,0.20,0.60,0.20,0.60,0.40,0.00,0.00,0.20,0.20,1.00,0.20"
begagnade däck nyköping,70,13,0.58,0.76,48,Commercial,"Image pack, Local pack","0.33,0.33,0.67,0.33,0.33,0.33,1.00,0.33,1.00,0.67,0.33,0.33"
belastningsindex på däck,70,22,0.51,0.29,181000,Informational,"FAQ, Featured snippet, People also ask, Video","0.14,0.14,0.14,0.14,0.14,0.14,0.57,0.29,1.00,0.14,0.14,0.14"
beställa däck från tyskland,70,18,0.72,1.00,85,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links","1.00,0.14,0.71,0.14,0.14,1.00,0.29,0.14,0.14,0.14,0.29,0.14"
bil och däck luleå,70,18,0.59,0.18,353000,Informational,"Adwords bottom, Knowledge panel, Reviews","0.05,0.33,0.05,0.05,0.05,0.33,0.05,0.05,0.05,1.00,0.43,0.05"
billiga däck atv,70,18,0.57,1.00,76,Informational,"Featured snippet, Image pack, Reviews, Site links","0.14,1.00,0.57,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.43"
billiga däck i kristianstad,70,14,0.68,0.73,59,Commercial,"Image pack, Local pack, Reviews, Site links","0.14,1.00,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
billiga däck landskrona,70,8,0.68,0.49,45,Commercial,"Image pack, Local pack, Reviews, Site links","0.29,0.29,0.14,0.14,1.00,0.14,0.14,0.14,0.43,0.14,0.14,0.29"
billiga däck norrbotten,70,9,0.69,1.00,43,Informational,"Featured snippet, Image pack, Site links","0.00,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.00,0.33"
billiga däck sverige,70,51,0.79,1.00,688000,Informational,"FAQ, Featured snippet, Reviews, Site links","0.33,0.33,0.67,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33"
billiga däck södertälje,70,12,0.50,0.61,71,Commercial,"Image pack, Local pack, Reviews","0.44,1.00,0.11,0.11,0.11,0.11,0.11,0.22,0.22,0.11,0.11,0.11"
billigaste däcken i sverige,70,48,0.57,1.00,98900,Commercial,"FAQ, Featured snippet, People also ask, Reviews, Shopping ads, Site links","0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.33,0.33,0.33,0.33,1.00"
byta däck audi a6 allroad,70,15,0.67,0.86,49,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Shopping ads, Video carousel","0.29,0.14,0.14,0.14,0.14,0.00,0.00,0.14,0.14,0.14,1.00,0.29"
byta däck bro,70,10,1.00,0.31,81,Commercial,"Image pack, Local pack, Reviews","0.27,0.09,0.09,1.00,0.09,0.09,0.09,0.36,0.09,0.18,0.18,0.09"
byta däck coop borås,70,19,1.31,0.31,31,"Informational, Navigational","Image pack, Knowledge panel, People also ask, Reviews","0.18,0.06,0.06,0.06,0.24,0.00,0.06,0.06,0.00,0.29,1.00,0.06"
byta däck danderyd,70,8,1.00,0.67,74,Commercial,"Image pack, Local pack, Reviews","0.03,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.00,0.08"
byta däck i täby,70,10,0.64,0.61,82,Commercial,"Image pack, Local pack, People also ask, Reviews","1.00,0.14,0.14,0.43,0.14,0.14,0.14,0.00,0.14,0.14,0.71,1.00"
